"","position","player","Salary","Opponent","team_name","implied_total","opp_implied_total","est_pa","est_ra","est_fdpts","value"
"1","QB","Dorian Thompson-Robinson",12000,"ASU","UCLA",39,28,32.0379066467285,7.18738409452141,23.7642936706543,1.98035780588786
"2","QB","Caleb Williams",11800,"CAL","USC",41,19.5,33.0166015625,6.06198557915405,26.0582389831543,2.20832533755545
"3","QB","Chevan Cordeiro",10500,"CSU","S JOSE ST",34.25,10.25,30.0461559295654,8.20527199949686,25.1130619049072,2.39172018141974
"4","QB","Will Rogers",10300,"AUB","MISS STATE",31.75,19.25,46.6404876708984,3.32117805830168,20.0557556152344,1.94716073934314
"5","QB","Sam Hartman",10300,"NCST","WAKE",28.5,25.5,33.5827560424805,4.47869343295815,18.4433631896973,1.7906177854075
"6","QB","DJ Uiagalelei",10200,"ND","CLEMSON",23.75,20.25,27.6312599182129,10.3871884667495,14.9889392852783,1.46950385149787
"7","QB","Jordan Travis",9800,"MIA","FLORIDA ST",30.5,23,33.0481262207031,5.08766003031815,21.5461292266846,2.19858461496781
"8","QB","Robby Ashford",9000,"MSST","AUBURN",19.25,31.75,29.904447555542,6.0694532050519,15.2948846817017,1.69943163130018
"9","QB","Emory Jones",8500,"UCLA","ARIZONA ST",28,39,32.079158782959,7.379863421783,15.2987232208252,1.79984979068532
"10","QB","J.J. McCarthy",8500,"RUT","MICHIGAN",35.5,9.5,26.541202545166,7.70261256239468,17.5433101654053,2.06391884298886
"11","QB","Spencer Rattler",8000,"VAN","S CAROLINA",27.5,21,28.0096416473389,2.66757920221215,15.6871490478516,1.96089363098145
"12","QB","Jack Plummer",7600,"USC","CAL",19.5,41,39.0774078369141,3.3152909673592,14.5685443878174,1.91691373523913
"13","QB","Jack Chambers",7500,"WAKE","NC STATE",25.5,28.5,33.4628982543945,9.2023705398077,18.4975261688232,2.46633682250977
"14","QB","Tyler Van Dyke",7200,"FSU","MIAMI FL",23,30.5,38.5616111755371,7.59146488509867,15.1376276016235,2.10244827800327
"15","QB","Logan Fife",7000,"HAW","FRESNO ST",44.75,17.25,30.3020534515381,4.47131293543185,16.7056503295898,2.38652147565569
"16","QB","Drew Pyne",6700,"CLEM","NOTRE DAME",20.25,23.75,26.4455432891846,6.85331336421484,13.00608253479,1.94120634847613
"17","QB","Clay Millen",6500,"SJST","COLO STATE",10.25,34.25,27.6712131500244,3.27421109455486,10.2829027175903,1.58198503347544
"18","QB","Brayden Schager",6000,"FRES","HAWAII",17.25,44.75,32.1872863769531,4.19665368138135,9.97637748718262,1.6627295811971
"19","QB","Gavin Wimsatt",6000,"MICH","RUTGERS",9.5,35.5,22.1838245391846,3.83102693617715,11.1532773971558,1.85887956619263
"20","QB","AJ Swann",6000,"SCAR","VANDERBILT",21,27.5,27.8332805633545,4.89222258655815,17.4245567321777,2.90409278869629
