"","position","player","Salary","Opponent","team_name","implied_total","opp_implied_total","est_pa","est_ra","est_fdpts","value"
"1","QB","Bryce Young",11500,"ARK","ALABAMA",38.75,21.75,37.3260612487793,5.34300235061636,24.31715965271,2.11453562197478
"2","QB","Dillon Gabriel",10700,"TCU","OKLAHOMA",37.5,31.5,32.2710800170898,4.36812933912762,26.3241844177246,2.46020415118922
"3","QB","Sam Hartman",10500,"FSU","WAKE",28.75,35.25,35.3959922790527,5.9478323652761,23.2323627471924,2.21260597592308
"4","QB","Spencer Sanders",10400,"BAY","OKLA STATE",26.75,29.25,41.5660057067871,8.1779699524302,24.1130065917969,2.31855832613432
"5","QB","Donovan Smith",10200,"KSU","TEXAS TECH",24.75,32.25,38.3650321960449,7.32360700860625,19.0067481994629,1.86340668622185
"6","QB","Will Rogers",10000,"TXAM","MISS STATE",24.5,20.5,43.2220573425293,2.40866930367224,16.1177387237549,1.61177387237549
"7","QB","Adrian Martinez",9800,"TTU","KANSAS ST",32.25,24.75,26.9873905181885,11.6085475054429,26.9649906158447,2.75152965467803
"8","QB","Taulia Tagovailoa",9700,"MSU","MARYLAND",33,25.5,33.3701438903809,4.11720564398871,18.3557643890381,1.89234684423073
"9","QB","Jayden Daniels",9500,"AUB","LSU",27.25,19.25,32.7158050537109,5.56138328775222,18.8701572418213,1.98633234124435
"10","QB","Jordan Travis",9200,"WAKE","FLORIDA ST",35.25,28.75,27.5930767059326,4.32005039996034,21.2338523864746,2.30802743331246
"11","QB","Aidan O'Connell",9000,"MINN","PURDUE",20,32,37.3413467407227,3.81786856676436,18.4166030883789,2.0462892320421
"12","QB","Max Duggan",8800,"OU","TCU",31.5,37.5,30.8845043182373,6.24432048208837,21.2338523864746,2.4129377711903
"13","QB","Payton Thorne",8700,"MD","MICH STATE",25.5,33,34.1324348449707,5.40617016052522,17.4475536346436,2.0054659350165
"14","QB","Will Levis",8600,"MISS","KENTUCKY",23.75,30.75,32.9046363830566,5.31266740189614,16.8224868774414,1.95610312528388
"15","QB","Jaxson Dart",8500,"UK","OLE MISS",30.75,23.75,29.2269668579102,6.71904560845286,19.4699897766113,2.29058703254251
"16","QB","KJ Jefferson",8400,"ALA","ARKANSAS",21.75,38.75,27.7121448516846,11.1293925483806,21.9278926849365,2.6104634148734
"17","QB","Casey Thompson",8300,"IND","NEBRASKA",32.75,28.25,31.4608879089355,5.07551354373965,24.2309265136719,2.91938873658697
"18","QB","JT Daniels",8200,"TEX","W VIRGINIA",26.75,36.25,33.6996879577637,3.53644891940803,16.8228855133057,2.05157140406167
"19","QB","DJ Uiagalelei",8100,"NCST","CLEMSON",25,18.5,35.4432373046875,6.3428284247891,17.5822772979736,2.17065151826835
"20","QB","Hudson Card",8000,"WVU","TEXAS",36.25,26.75,32.3094902038574,3.35984029864278,17.9746017456055,2.24682521820068
"21","QB","Tanner Morgan",7900,"PUR","MINNESOTA",32,20,27.1281547546387,7.131743451256,18.9810638427734,2.40266630921183
"22","QB","Connor Bazelak",7700,"NEB","INDIANA",28.25,32.75,48.641056060791,6.94892100815866,21.8543186187744,2.83822319724343
"23","QB","Devin Leary",7600,"CLEM","NC STATE",18.5,25,33.8900680541992,4.01667191223427,14.9133052825928,1.96227701086747
"24","QB","Blake Shapen",7500,"OKST","BAYLOR",29.25,26.75,28.1015644073486,6.63844117880865,18.7974395751953,2.50632527669271
"25","QB","J.J. McCarthy",7300,"IOWA","MICHIGAN",26.25,15.75,26.5457496643066,4.3641167782344,15.4972810745239,2.12291521568821
"26","QB","Max Johnson",7100,"MSST","TEXAS A&M",20.5,24.5,28.206090927124,4.98797661294429,12.6544189453125,1.7823125275088
"27","QB","Robby Ashford",7000,"LSU","AUBURN",19.25,27.25,27.446195602417,6.60284084630075,12.4083604812622,1.7726229258946
"28","QB","Spencer Petras",5800,"MICH","IOWA",15.75,26.25,26.9925975799561,4.41441800887696,8.91874217987061,1.53771416894321
